Centroid	Peak Energy(kev)	uncertainity of Ch No	Uncertainity of Energy
2504.8	723.3	0.4	0.3022
3024.6	873.18	0.3	0.1823
3450.4	996.29	0.3	0.27
3479.5	1004.76	0.3	0.77
4413.75	1274.429	0.16	0.424
