			detector 02
			
			
			
			
			
			
			
			
			
			
			
			
			
			
Peak Energy(kev)	Calibrated E	residual	
123.0706	122.9	-0.1706	
247.929	247.9	-0.029	
723.3	723	-0.3	
873.18	873.2	0.02	
996.29	996.2	-0.09	
1004.76	1004.7	-0.06	
1274.429	1274.3	-0.129	
