64	102.802	0.293819
65	92.3866	0.298676
66	96.8647	0.306554
67	0.00000	-0.00373702
68	100.124	0.300727
69	100.647	0.301938
70	96.7193	0.288584
71	92.5353	0.299082
72	88.4208	0.301836
73	92.5059	0.301619
74	98.1981	0.3006
75	99.6249	0.292458
76	96.8334	0.293858
77	98.1979	0.294922
78	1516	0.28817
79	361.92	0.250608
80	93.1471	0.296133
81	82.7346	0.296106
82	95.2301	0.299861
83	91.4081	0.291895
84	81.4365	0.295423
85	83.3403	0.290692
86	83.4718	0.290129
87	89.2945	0.291723
88	91.4629	0.293904
89	87.9055	0.299585
90	97.8309	0.305302
91	95.412	0.296071
92	110.07	0.300788
93	85.6744	0.28843
94	93.2211	0.294111
95	93.0084	0.284828
96	105.521	0.310881
97	116.63	0.327306
98	109.748	0.320514
99	108.071	0.313967
100	104.189	0.313744
101	107.838	0.314676
102	106.164	0.320235
103	105.215	0.318406
