224	-0.00212828	0.367462
225	-0.0159297	0.361902
226	0.0928467	0.378442
227	0.0512611	0.375728
228	0.2627	0.166088
229	0	1
230	0.0600166	0.135823
231	0	1
232	0.246959	0.165662
233	0	1
234	0.0999874	0.162298
235	0.174893	0.157881
236	0.0775144	0.17292
237	0.0387965	0.171503
238	-0.153258	0.169555
239	0.211494	0.167629
240	0.211161	0.174747
241	0.232289	0.171971
242	0.223897	0.172431
243	0.295853	0.172847
244	0.137963	0.162828
245	-0.294681	0.166391
246	0.149623	0.16447
247	0	1
248	0.132694	0.162423
249	0.150672	0.165283
250	0.0608369	0.162235
251	0.296385	0.169212
252	0.134817	0.166046
253	0.128622	0.167831
254	0.269633	0.173126
255	0.0916348	0.164309
256	0.280149	0.170412
257	0.0557962	0.164542
258	0.163065	0.173392
259	0.185943	0.168938
260	0.213282	0.167778
261	-0.129956	0.171036
262	0.148856	0.163185
263	0.174347	0.161841
264	0.0779334	0.139168
265	0.118008	0.163231
266	0.0696792	0.168744
267	0.181116	0.180488
268	0.0870796	0.170497
269	0.0454089	0.16767
270	0.0949429	0.143658
271	0.122192	0.163033
272	0.100502	0.365069
273	-0.0552715	0.406167
274	0.211623	0.39287
275	-0.000036	0.387678
276	0.219212	0.163735
277	0.106106	0.181407
278	0.0773406	0.179176
279	0.0955487	0.18051
280	0.253391	0.164684
281	0.160212	0.161727
282	0.0313286	0.164277
283	0	1
284	0.0371147	0.173439
285	0.145963	0.175813
286	0.27007	0.174906
287	0.00825115	0.168523
